source_type,threat_type,asset_criticality,integrity_change,wazuh_rule_level,suricata_severity,failed_logins_1m,failed_logins_5m,unique_ports_1m,repeated_event_count,time_window_density,recurrence_history,new_user_created,off_hours,privileged_account,blacklisted_ip,label
wazuh,file_integrity,critical,important,12,0,0,0,0,4,4,2,0,1,0,0,High
wazuh,file_integrity,low,none,2,0,0,0,0,2,2,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,high,none,13,0,0,0,0,4,3,4,1,1,1,1,Critical
wazuh,brute_force,high,none,13,0,26,35,2,8,4,4,0,0,0,1,High
wazuh,file_integrity,medium,critical,12,0,0,0,0,5,2,1,0,0,0,0,High
wazuh,file_integrity,critical,critical,12,0,0,0,0,7,3,4,0,1,0,0,Critical
wazuh,unauthorized_user_creation,low,none,9,0,0,0,0,2,0,1,1,1,0,0,Medium
wazuh,file_integrity,critical,important,8,0,0,0,0,4,4,2,0,0,0,0,High
wazuh,normal,critical,none,7,2,0,1,9,4,1,0,0,1,0,0,Medium
suricata,port_scan,low,none,0,1,0,0,2,3,2,0,0,0,0,0,Low
suricata,port_scan,high,none,0,1,0,0,8,3,7,2,0,0,0,0,Medium
wazuh,file_integrity,high,critical,10,0,0,0,0,3,4,4,0,1,0,0,High
wazuh,file_integrity,high,important,10,0,0,0,0,5,3,1,0,1,0,0,High
wazuh,file_integrity,high,minor,8,0,0,0,0,3,2,0,0,0,0,0,Medium
wazuh,brute_force,critical,none,14,0,57,99,0,12,9,7,0,0,1,1,Critical
suricata,port_scan,high,none,0,2,0,0,17,10,5,0,0,0,0,0,Medium
wazuh,file_integrity,low,none,4,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,brute_force,high,none,5,0,5,17,1,3,1,0,0,0,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,24,5,6,2,0,0,0,0,Medium
suricata,normal,low,none,1,1,2,1,3,0,1,0,0,0,0,0,Low
wazuh,brute_force,medium,none,9,0,3,5,2,4,3,1,0,0,0,0,Medium
suricata,port_scan,low,none,0,2,0,0,9,4,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,11,0,0,0,0,2,2,4,1,1,0,1,High
wazuh,unauthorized_user_creation,high,none,12,0,0,0,0,4,3,2,1,1,1,0,High
wazuh,unauthorized_user_creation,low,none,9,0,0,0,0,3,3,1,1,1,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,67,9,12,1,0,1,0,1,High
wazuh,brute_force,medium,none,6,0,12,14,0,4,2,2,0,1,0,0,Medium
wazuh,file_integrity,critical,important,7,0,0,0,0,5,3,1,0,1,0,0,High
wazuh,file_integrity,critical,critical,7,0,0,0,0,3,3,3,0,1,0,0,High
wazuh,file_integrity,high,important,12,0,0,0,0,5,3,3,0,0,0,0,High
wazuh,file_integrity,critical,critical,12,0,0,0,0,7,3,6,0,0,0,0,Critical
wazuh,file_integrity,critical,critical,11,0,0,0,0,3,4,6,0,1,0,0,Critical
wazuh,file_integrity,critical,important,12,0,0,0,0,3,3,4,0,1,0,0,High
suricata,normal,low,none,1,1,2,0,3,2,2,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,9,0,0,0,0,3,1,0,1,0,0,0,Medium
suricata,normal,medium,none,0,1,0,0,3,3,1,0,0,0,0,0,Low
wazuh,file_integrity,low,minor,1,0,0,0,0,1,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,high,none,13,0,0,0,0,4,2,3,1,0,0,0,High
suricata,port_scan,critical,none,0,3,0,0,47,11,9,3,0,0,0,1,High
wazuh,file_integrity,high,critical,13,0,0,0,0,4,6,7,0,0,1,0,Critical
wazuh,brute_force,low,none,4,0,3,4,0,3,0,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,5,0,0,0,0,1,1,2,1,1,0,0,Medium
wazuh,file_integrity,low,important,6,0,0,0,0,2,3,1,0,0,0,0,Medium
wazuh,file_integrity,high,important,11,0,0,0,0,5,3,1,0,0,0,0,High
wazuh,file_integrity,low,important,4,0,0,0,0,1,1,2,0,1,0,0,Medium
wazuh,file_integrity,critical,important,8,0,0,0,0,4,3,2,0,1,0,0,High
wazuh,brute_force,medium,none,7,0,3,8,1,4,1,2,0,0,0,0,Medium
wazuh,brute_force,high,none,8,0,22,38,2,4,4,1,0,1,0,1,High
suricata,port_scan,high,none,0,2,0,0,30,9,6,0,0,0,0,0,Medium
wazuh,file_integrity,high,critical,9,0,0,0,0,4,3,1,0,1,0,0,High
suricata,port_scan,low,none,0,2,0,0,6,5,2,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,9,0,0,0,0,1,0,2,1,1,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,45,17,10,2,0,1,0,1,High
suricata,port_scan,high,none,0,2,0,0,29,4,4,1,0,0,0,0,Medium
wazuh,brute_force,high,none,7,0,7,9,1,3,3,0,0,1,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,123,32,20,4,0,0,0,0,Medium
wazuh,file_integrity,critical,important,12,0,0,0,0,5,3,2,0,1,0,0,High
suricata,port_scan,low,none,0,2,0,0,8,2,2,0,0,0,0,0,Low
wazuh,file_integrity,critical,critical,12,0,0,0,0,7,5,6,0,0,1,0,Critical
suricata,port_scan,high,none,0,1,0,0,23,10,4,1,0,0,0,0,Medium
wazuh,file_integrity,low,minor,1,0,0,0,0,1,2,0,0,0,0,0,Low
suricata,port_scan,high,none,0,3,0,0,158,15,13,5,0,0,0,0,Medium
wazuh,brute_force,critical,none,12,0,24,48,1,9,4,3,0,1,0,0,High
wazuh,file_integrity,medium,important,4,0,0,0,0,1,3,0,0,1,0,0,Medium
wazuh,file_integrity,low,minor,1,0,0,0,0,1,2,0,0,0,0,0,Low
wazuh,brute_force,critical,none,13,0,25,22,1,4,7,4,0,1,0,0,High
wazuh,file_integrity,high,critical,11,0,0,0,0,4,2,3,0,1,0,0,High
wazuh,file_integrity,medium,important,9,0,0,0,0,2,2,1,0,1,0,0,Medium
suricata,port_scan,high,none,0,3,0,0,141,21,11,5,0,1,0,1,High
wazuh,file_integrity,high,important,7,0,0,0,0,1,3,2,0,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,87,10,6,3,0,1,0,1,High
wazuh,brute_force,medium,none,7,0,4,8,1,4,3,0,0,0,0,0,Medium
wazuh,normal,low,none,2,1,2,2,3,3,2,0,0,0,0,0,Low
wazuh,brute_force,medium,none,5,0,8,10,1,2,1,2,0,1,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,37,10,10,1,0,1,0,1,High
suricata,port_scan,high,none,0,1,0,0,30,8,4,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,4,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,brute_force,medium,none,7,0,9,6,1,5,4,2,0,0,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,19,5,2,2,0,0,0,0,Medium
wazuh,brute_force,low,none,7,0,5,17,0,2,2,2,0,1,0,0,Medium
wazuh,unauthorized_user_creation,low,none,3,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,26,3,2,2,0,0,0,0,Medium
wazuh,file_integrity,medium,important,4,0,0,0,0,1,3,0,0,1,0,0,Medium
suricata,port_scan,low,none,0,1,0,0,2,2,3,0,0,0,0,0,Low
wazuh,normal,high,none,5,2,1,5,5,4,0,0,1,1,0,0,Medium
wazuh,brute_force,critical,none,10,0,24,18,1,6,5,4,0,0,1,0,High
wazuh,unauthorized_user_creation,high,none,11,0,0,0,0,2,3,1,1,0,0,1,High
suricata,port_scan,high,none,0,1,0,0,11,8,7,0,0,0,0,0,Medium
wazuh,file_integrity,high,important,11,0,0,0,0,5,3,3,0,1,0,0,High
wazuh,file_integrity,critical,important,10,0,0,0,0,3,3,3,0,1,0,0,High
suricata,port_scan,critical,none,0,3,0,0,51,18,6,4,0,0,0,1,High
wazuh,file_integrity,medium,important,9,0,0,0,0,3,2,1,0,1,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,163,28,12,4,0,0,0,1,High
wazuh,normal,medium,none,3,0,2,1,0,2,2,0,0,0,0,0,Low
wazuh,brute_force,high,none,8,0,27,41,0,7,7,4,0,1,0,0,High
suricata,port_scan,low,none,0,2,0,0,4,2,2,0,0,0,0,0,Low
suricata,port_scan,medium,none,0,2,0,0,19,8,7,2,0,0,0,0,Medium
suricata,port_scan,low,none,0,1,0,0,4,5,2,0,0,0,0,0,Low
wazuh,file_integrity,low,none,3,0,0,0,0,2,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,12,0,0,0,0,4,2,1,1,1,1,1,High
wazuh,unauthorized_user_creation,high,none,15,0,0,0,0,4,5,8,1,1,1,0,Critical
wazuh,file_integrity,high,important,12,0,0,0,0,5,3,3,0,1,0,0,High
wazuh,file_integrity,medium,important,7,0,0,0,0,2,2,2,0,0,0,0,Medium
wazuh,brute_force,medium,none,5,0,10,10,0,3,3,0,0,1,0,0,Medium
wazuh,normal,low,none,3,0,1,1,0,1,0,0,0,0,0,0,Low
wazuh,file_integrity,medium,important,11,0,0,0,0,4,4,4,0,1,0,0,High
wazuh,brute_force,critical,none,13,0,36,58,0,17,6,7,0,0,1,0,Critical
suricata,port_scan,high,none,0,2,0,0,12,8,4,2,0,0,0,0,Medium
wazuh,file_integrity,critical,critical,8,0,0,0,0,4,3,4,0,0,0,0,High
wazuh,file_integrity,high,minor,9,0,0,0,0,2,3,2,0,0,0,0,Medium
wazuh,brute_force,medium,none,7,0,4,19,1,6,4,2,0,1,0,0,Medium
wazuh,file_integrity,critical,critical,9,0,0,0,0,2,3,3,0,1,0,0,High
wazuh,unauthorized_user_creation,medium,none,2,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,1,2,1,1,1,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,73,20,8,4,0,1,0,1,High
suricata,port_scan,medium,none,0,2,0,0,4,5,4,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,5,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,brute_force,medium,none,13,0,16,55,2,8,6,1,0,1,1,1,High
suricata,normal,low,none,3,1,0,0,2,0,1,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,22,3,6,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,9,0,0,0,0,2,3,1,1,1,1,1,High
wazuh,brute_force,high,none,5,0,8,15,1,6,1,0,0,0,0,0,Medium
wazuh,file_integrity,high,important,9,0,0,0,0,3,1,1,0,0,0,0,Medium
wazuh,file_integrity,low,minor,8,0,0,0,0,1,3,1,0,1,0,0,Medium
wazuh,brute_force,low,none,6,0,5,6,0,2,0,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,2,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,19,7,7,1,0,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,13,8,7,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,9,0,0,0,0,2,4,4,1,0,0,1,High
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,1,3,1,1,0,0,0,Medium
wazuh,file_integrity,high,important,10,0,0,0,0,5,2,2,0,1,0,0,High
wazuh,brute_force,high,none,14,0,47,86,1,18,6,7,0,0,1,0,Critical
wazuh,unauthorized_user_creation,medium,none,9,0,0,0,0,3,0,2,1,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,9,0,0,0,0,2,0,0,1,1,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,6,0,0,0,0,1,3,1,1,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,1,2,2,1,1,0,0,Medium
suricata,port_scan,low,none,0,1,0,0,2,4,3,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,22,5,5,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,2,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,file_integrity,medium,important,8,0,0,0,0,1,2,0,0,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,107,33,14,7,0,1,0,0,High
wazuh,file_integrity,medium,minor,9,0,0,0,0,3,3,2,0,1,0,0,Medium
wazuh,brute_force,high,none,13,0,24,58,2,4,3,2,0,0,1,0,High
wazuh,file_integrity,high,minor,4,0,0,0,0,3,3,2,0,0,0,0,Medium
suricata,port_scan,medium,none,0,2,0,0,19,10,4,2,0,0,0,0,Medium
wazuh,file_integrity,low,none,1,0,0,0,0,1,2,0,0,0,0,0,Low
suricata,port_scan,high,none,0,1,0,0,28,10,5,1,0,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,81,9,11,2,0,1,0,1,High
wazuh,normal,medium,none,3,1,1,2,2,3,0,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,12,0,0,0,0,4,2,4,1,1,1,1,High
wazuh,unauthorized_user_creation,critical,none,9,0,0,0,0,2,3,3,1,0,0,0,High
wazuh,unauthorized_user_creation,low,none,4,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,44,11,9,2,0,0,0,1,High
wazuh,unauthorized_user_creation,medium,none,7,0,0,0,0,2,1,0,1,1,0,0,Medium
wazuh,brute_force,low,none,9,0,3,15,0,2,3,0,0,0,0,0,Medium
wazuh,file_integrity,critical,critical,9,0,0,0,0,2,4,2,0,1,0,0,High
wazuh,file_integrity,low,minor,1,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,brute_force,medium,none,1,0,2,4,0,3,1,0,0,0,0,0,Low
wazuh,file_integrity,critical,important,15,0,0,0,0,8,3,4,0,0,1,0,Critical
wazuh,brute_force,critical,none,9,0,23,59,2,5,4,2,0,0,1,0,High
suricata,port_scan,critical,none,0,2,0,0,61,10,7,3,0,1,0,1,High
wazuh,file_integrity,low,minor,1,0,0,0,0,1,2,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,high,none,9,0,0,0,0,2,4,3,1,0,0,0,High
wazuh,file_integrity,high,important,9,0,0,0,0,2,4,2,0,0,0,0,High
suricata,port_scan,critical,none,0,4,0,0,126,16,14,7,0,0,0,0,High
suricata,port_scan,critical,none,0,2,0,0,36,18,11,3,0,1,0,1,High
suricata,port_scan,critical,none,0,3,0,0,47,16,6,3,0,0,0,1,High
wazuh,brute_force,critical,none,9,0,14,20,2,9,4,4,0,1,1,0,High
wazuh,brute_force,medium,none,5,0,11,5,0,3,4,1,0,1,0,0,Medium
wazuh,brute_force,low,none,2,0,3,2,0,1,0,0,0,0,0,0,Low
wazuh,brute_force,high,none,13,0,28,19,1,7,4,4,0,1,1,0,High
suricata,port_scan,critical,none,0,2,0,0,81,17,10,4,0,1,0,1,High
wazuh,brute_force,low,none,9,0,5,15,2,3,2,0,0,1,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,12,0,0,0,0,4,4,5,1,0,1,1,Critical
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,2,0,1,1,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,9,0,0,0,0,1,1,1,1,1,0,0,Medium
wazuh,brute_force,medium,none,2,0,2,3,0,2,0,0,0,0,0,0,Low
suricata,port_scan,low,none,0,1,0,0,5,1,1,0,0,0,0,0,Low
wazuh,file_integrity,high,important,11,0,0,0,0,4,4,1,0,0,0,0,High
wazuh,normal,critical,none,6,1,1,4,5,3,1,0,1,0,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,29,10,2,1,0,0,0,0,Medium
suricata,port_scan,low,none,0,1,0,0,6,3,2,0,0,0,0,0,Low
suricata,port_scan,low,none,0,2,0,0,6,4,2,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,12,8,5,2,0,0,0,0,Medium
wazuh,file_integrity,medium,important,4,0,0,0,0,1,2,2,0,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,25,6,5,1,0,0,0,0,Medium
wazuh,brute_force,medium,none,13,0,10,48,0,8,4,2,0,1,1,0,High
wazuh,file_integrity,critical,important,8,0,0,0,0,2,4,1,0,0,0,0,High
suricata,port_scan,critical,none,0,3,0,0,40,13,7,3,0,0,0,1,High
wazuh,brute_force,high,none,8,0,11,8,0,5,4,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,low,none,4,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,brute_force,medium,none,2,0,1,8,0,1,1,0,0,0,0,0,Low
wazuh,file_integrity,high,critical,14,0,0,0,0,7,5,5,0,0,1,0,Critical
wazuh,brute_force,high,none,7,0,6,11,2,6,3,0,0,0,0,0,Medium
wazuh,brute_force,medium,none,6,0,11,7,1,4,1,1,0,1,0,0,Medium
suricata,port_scan,medium,none,0,2,0,0,15,10,6,2,0,0,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,51,14,11,4,0,0,0,1,High
wazuh,file_integrity,low,none,1,0,0,0,0,2,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,1,1,1,1,0,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,14,0,0,0,0,4,2,5,1,0,1,0,Critical
wazuh,unauthorized_user_creation,critical,none,9,0,0,0,0,4,1,4,1,0,1,0,High
wazuh,unauthorized_user_creation,medium,none,12,0,0,0,0,4,3,1,1,1,1,1,High
suricata,port_scan,critical,none,0,2,0,0,56,12,8,2,0,1,0,1,Medium
wazuh,file_integrity,low,none,3,0,0,0,0,2,2,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,16,4,5,2,0,0,0,0,Medium
wazuh,file_integrity,medium,critical,12,0,0,0,0,2,2,1,0,1,0,0,High
suricata,port_scan,high,none,0,2,0,0,27,6,3,2,0,0,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,22,5,6,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,2,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,95,28,11,5,0,1,0,0,High
wazuh,brute_force,high,none,5,0,3,8,1,6,2,0,0,0,0,0,Medium
wazuh,brute_force,medium,none,6,0,3,18,1,4,3,2,0,1,0,0,Medium
wazuh,brute_force,high,none,10,0,11,49,2,7,7,3,0,1,0,0,High
wazuh,brute_force,critical,none,14,0,50,63,2,20,7,5,0,0,1,1,Critical
wazuh,file_integrity,medium,minor,7,0,0,0,0,1,1,2,0,1,0,0,Medium
suricata,port_scan,low,none,0,1,0,0,6,5,4,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,6,0,0,0,0,2,1,1,1,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,26,5,3,2,0,0,0,0,Medium
wazuh,file_integrity,medium,critical,12,0,0,0,0,5,4,1,0,1,0,0,High
wazuh,unauthorized_user_creation,low,none,7,0,0,0,0,2,1,0,1,0,0,0,Medium
wazuh,file_integrity,high,minor,5,0,0,0,0,1,3,1,0,0,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,8,6,5,1,0,0,0,0,Medium
wazuh,file_integrity,medium,important,4,0,0,0,0,3,1,1,0,0,0,0,Medium
suricata,port_scan,low,none,0,2,0,0,5,2,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,critical,none,13,0,0,0,0,6,4,5,1,1,1,1,Critical
wazuh,file_integrity,critical,critical,8,0,0,0,0,2,2,4,0,0,0,0,High
suricata,port_scan,critical,none,0,3,0,0,60,14,12,1,0,0,0,1,High
suricata,port_scan,high,none,0,2,0,0,26,3,2,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,10,0,0,0,0,3,2,4,1,0,0,0,High
wazuh,file_integrity,critical,important,7,0,0,0,0,4,4,3,0,0,0,0,High
wazuh,file_integrity,high,critical,7,0,0,0,0,4,2,3,0,0,0,0,High
suricata,port_scan,medium,none,0,2,0,0,29,10,5,0,0,0,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,59,14,9,1,0,1,0,1,High
suricata,normal,low,none,0,0,2,2,4,0,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,medium,none,5,0,0,0,0,3,1,2,1,0,0,0,Medium
wazuh,brute_force,low,none,6,0,5,5,0,1,2,0,0,0,0,0,Low
wazuh,file_integrity,low,none,4,0,0,0,0,1,0,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,87,15,10,2,0,1,0,1,High
wazuh,brute_force,medium,none,7,0,8,5,0,3,3,0,0,0,0,0,Medium
wazuh,file_integrity,medium,important,8,0,0,0,0,3,1,1,0,1,0,0,Medium
wazuh,unauthorized_user_creation,low,none,6,0,0,0,0,1,0,0,1,0,0,0,Medium
suricata,port_scan,critical,none,0,2,0,0,69,14,12,4,0,1,0,1,High
suricata,port_scan,high,none,0,2,0,0,22,10,5,2,0,0,0,0,Medium
wazuh,brute_force,high,none,10,0,32,30,0,9,3,4,0,1,0,0,High
wazuh,brute_force,low,none,4,0,3,7,0,2,2,0,0,0,0,0,Low
suricata,port_scan,critical,none,0,3,0,0,63,11,9,4,0,0,0,1,High
wazuh,brute_force,low,none,7,0,4,18,0,2,1,2,0,1,0,0,Medium
wazuh,file_integrity,low,none,2,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,brute_force,medium,none,6,0,12,9,1,2,3,2,0,1,0,0,Medium
wazuh,file_integrity,low,none,4,0,0,0,0,2,0,0,0,0,0,0,Low
suricata,port_scan,high,none,0,2,0,0,9,6,6,1,0,0,0,0,Medium
wazuh,file_integrity,critical,critical,10,0,0,0,0,2,2,1,0,0,0,0,High
wazuh,brute_force,high,none,5,0,4,10,0,3,1,1,0,1,0,0,Medium
suricata,port_scan,medium,none,0,1,0,0,5,4,2,0,0,0,0,0,Low
wazuh,file_integrity,critical,critical,14,0,0,0,0,5,6,8,0,0,0,0,Critical
wazuh,brute_force,high,none,11,0,26,45,2,10,6,4,0,1,0,0,High
wazuh,brute_force,high,none,5,0,7,17,2,3,1,2,0,0,0,0,Medium
wazuh,brute_force,critical,none,8,0,20,19,2,5,6,4,0,0,0,0,High
wazuh,brute_force,medium,none,12,0,20,24,2,5,5,2,0,1,1,0,High
wazuh,brute_force,low,none,6,0,4,7,0,3,1,0,0,0,0,0,Low
suricata,port_scan,low,none,0,1,0,0,6,3,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,high,none,7,0,0,0,0,3,0,2,1,0,0,0,Medium
wazuh,file_integrity,high,important,6,0,0,0,0,2,2,0,0,1,0,0,High
suricata,port_scan,high,none,0,2,0,0,18,3,3,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,critical,none,14,0,0,0,0,4,3,8,1,1,1,1,Critical
wazuh,brute_force,medium,none,9,0,8,13,1,4,1,0,0,1,0,0,Medium
wazuh,normal,low,none,1,0,0,1,4,3,1,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,critical,none,12,0,0,0,0,6,4,5,1,1,1,1,Critical
wazuh,brute_force,low,none,6,0,3,8,0,3,0,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,low,none,5,0,0,0,0,3,0,0,1,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,3,1,4,1,1,1,0,High
wazuh,brute_force,critical,none,13,0,56,83,2,19,6,6,0,0,1,0,Critical
wazuh,file_integrity,critical,critical,13,0,0,0,0,6,3,4,0,0,0,0,Critical
wazuh,file_integrity,critical,critical,13,0,0,0,0,5,6,4,0,1,0,0,Critical
wazuh,file_integrity,medium,important,6,0,0,0,0,1,1,0,0,0,0,0,Medium
wazuh,file_integrity,medium,important,5,0,0,0,0,1,3,0,0,1,0,0,Medium
suricata,port_scan,medium,none,0,1,0,0,7,3,3,0,0,0,0,0,Low
wazuh,unauthorized_user_creation,low,none,3,0,0,0,0,1,0,0,1,0,0,0,Medium
wazuh,file_integrity,high,critical,10,0,0,0,0,5,3,1,0,0,0,0,High
wazuh,brute_force,low,none,2,0,3,7,0,1,0,0,0,0,0,0,Low
wazuh,file_integrity,medium,important,9,0,0,0,0,1,3,0,0,0,0,0,Medium
wazuh,normal,high,none,6,2,0,1,6,3,0,0,1,1,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,28,8,4,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,2,0,1,1,1,0,0,Medium
wazuh,file_integrity,low,important,9,0,0,0,0,3,2,0,0,1,0,0,Medium
suricata,port_scan,medium,none,0,2,0,0,29,9,5,1,0,0,0,0,Medium
wazuh,file_integrity,critical,important,8,0,0,0,0,5,4,4,0,0,0,0,High
suricata,port_scan,high,none,0,1,0,0,28,4,4,2,0,0,0,0,Medium
wazuh,unauthorized_user_creation,high,none,9,0,0,0,0,3,2,4,1,1,0,1,High
wazuh,brute_force,critical,none,13,0,47,54,0,14,7,4,0,1,1,0,Critical
wazuh,file_integrity,low,none,4,0,0,0,0,2,0,0,0,0,0,0,Low
wazuh,file_integrity,high,important,7,0,0,0,0,4,3,4,0,1,0,0,High
wazuh,brute_force,high,none,9,0,21,56,2,10,3,2,0,1,1,0,High
wazuh,file_integrity,low,minor,1,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,file_integrity,critical,important,7,0,0,0,0,5,2,4,0,0,0,0,High
suricata,port_scan,critical,none,0,3,0,0,78,15,8,4,0,1,0,1,High
wazuh,file_integrity,low,none,3,0,0,0,0,1,2,0,0,0,0,0,Low
suricata,port_scan,high,none,0,1,0,0,20,10,4,0,0,0,0,0,Medium
suricata,normal,medium,none,0,0,1,0,1,0,1,0,0,0,0,0,Low
wazuh,brute_force,high,none,9,0,20,54,1,10,6,1,0,1,1,0,High
wazuh,brute_force,medium,none,6,0,5,8,0,3,1,2,0,1,0,0,Medium
wazuh,brute_force,critical,none,13,0,54,65,2,19,9,6,0,1,1,0,Critical
wazuh,file_integrity,critical,important,13,0,0,0,0,3,5,8,0,1,0,0,Critical
suricata,port_scan,critical,none,0,3,0,0,81,20,10,4,0,1,0,1,High
wazuh,brute_force,medium,none,8,0,7,9,0,6,2,1,0,1,0,0,Medium
wazuh,file_integrity,low,none,3,0,0,0,0,2,2,0,0,0,0,0,Low
suricata,port_scan,high,none,0,1,0,0,15,6,6,2,0,0,0,0,Medium
wazuh,file_integrity,high,important,4,0,0,0,0,2,2,2,0,0,0,0,Medium
wazuh,file_integrity,low,none,1,0,0,0,0,1,1,0,0,0,0,0,Low
wazuh,file_integrity,high,critical,7,0,0,0,0,4,2,4,0,0,0,0,High
wazuh,brute_force,high,none,13,0,19,25,1,10,5,1,0,0,0,1,High
wazuh,brute_force,high,none,5,0,11,13,0,5,4,2,0,1,0,0,Medium
suricata,port_scan,critical,none,0,3,0,0,67,12,8,4,0,1,0,1,High
wazuh,file_integrity,low,minor,1,0,0,0,0,2,0,0,0,0,0,0,Low
wazuh,brute_force,medium,none,9,0,4,7,2,3,4,0,0,1,0,0,Medium
wazuh,normal,critical,none,7,1,0,3,3,3,1,0,0,1,0,0,Medium
suricata,port_scan,high,none,0,1,0,0,10,7,4,0,0,0,0,0,Medium
wazuh,brute_force,high,none,13,0,35,21,1,8,6,2,0,1,1,0,High
wazuh,file_integrity,medium,minor,9,0,0,0,0,2,1,0,0,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,8,0,0,0,0,2,3,2,1,1,0,0,Medium
suricata,port_scan,high,none,0,2,0,0,12,9,7,1,0,0,0,0,Medium
wazuh,unauthorized_user_creation,medium,none,9,0,0,0,0,2,3,2,1,0,1,1,High
wazuh,file_integrity,low,none,1,0,0,0,0,1,0,0,0,0,0,0,Low
wazuh,file_integrity,high,critical,8,0,0,0,0,4,3,2,0,0,0,0,High
suricata,port_scan,critical,none,0,2,0,0,41,20,12,2,0,1,0,1,High
